,gene_symbol
11352,DHX38
11353,MARS2
11354,IKBKG
11355,NAE1
11356,TMEM116
11357,TOGARAM2
11358,MEF2A
11359,MRPL39
11360,AGBL4
11361,RP1-300I2.2
11362,IGHD2-15
11363,RAP1GAP2
11364,SIGLEC5
11365,CTU2
11366,TCIRG1
11367,OFCC1
11368,PARP9
11369,RIC1
11370,PLEC
11371,IRGM
11372,OGG1
11373,PPP1R42
11374,RAB8B
11375,SMUG1
11376,CDK5
11377,CYB561D2
11378,SNURF
11379,WDR37
11380,TMEM202
11381,PDZD2
11382,CPNE9
11383,STMN4
11384,TEDDM1
11385,HSPA1A
11386,CADM2
11387,RAX
11388,SLC18A2
11389,NKX2-5
11390,TPT1
11391,ASPSCR1
11392,CREBBP
11393,C19orf38
11394,AIFM1
11395,CUL3
11396,PAPD4
11397,CABLES1
11398,KCNS2
11399,CCHCR1
11400,TPPP2
11401,ZNRF4
11402,CEBPG
11403,CMSS1
11404,S100A13
11405,C2orf61
11406,SAMSN1
11407,DMRT2
11408,KLHL18
11409,MED12
11410,OR52A5
11411,RP11-321N4.5
11412,OR8H2
11413,ARMCX2
11414,TMEM207
11415,GPRC5B
11416,DPCD
11417,NENF
11418,PDX1
11419,TRABD2B
11420,SULT1C2
11421,IGKV5-2
11422,UPK3B
11423,RP11-294C11.1
11424,ZWINT
11425,MS4A3
11426,ZNF346
11427,MIR6501
11428,OR51B2
11429,CLDN11
11430,C16orf86
11431,AP1G1
11432,TRIM4
11433,LZTFL1
11434,DCTN1
11435,ZNF185
11436,NINJ2
11437,IL1A
11438,NVL
11439,RPS3A
11440,NPIPB8
11441,MLNR
11442,CASP12
11443,JRKL
11444,RFPL1
11445,TNMD
11446,C5orf56
11447,HSDL1
11448,CD79B
11449,NOP2
11450,DAGLA
11451,PRM1
11452,STAT3
11453,HAMP
11454,OLFM4
11455,S100Z
11456,MST1R
11457,AVIL
11458,FEM1A
11459,FAM109B
11460,RP11-229P13.28
11461,ZFP64
11462,PNLDC1
11463,RPL14
11464,T
11465,NME6
11466,CRLF3
11467,ACOT13
11468,TRDD1
11469,DIRAS3
11470,LIMD2
11471,TMPRSS9
11472,OTOGL
11473,LRP10
11474,PLEKHA5
11475,CORO2B
11476,ABCB1
11477,GOLGB1
11478,BTBD16
11479,GHDC
11480,TBC1D3L
11481,POU2F3
11482,PAGE5
11483,CAT
11484,OR4D11
11485,SORCS2
11486,AC141272.1
11487,C3orf70
11488,VSTM2L
11489,SLC44A1
11490,ZNF256
11491,TRAV22
11492,ETV5
11493,WEE2
11494,WRB
11495,PRKCD
11496,IQCJ
11497,RINL
11498,TAB3
11499,RPL24
11500,TAF2
11501,FBN1
11502,SLC38A1
11503,CDC6
11504,TRIM17
11505,IAH1
11506,GMNN
11507,ZBED2
11508,TRPM6
11509,ULBP2
11510,SACS
11511,PMCH
11512,TRIM44
11513,METTL21B
11514,IL18BP
11515,PIFO
11516,ZNF470
11517,SLC13A4
11518,PREX2
11519,RTP5
11520,RPS6KA5
11521,RAB40C
11522,CAMSAP1
11523,FAM214B
11524,HECTD3
11525,MTHFS
11526,OSMR
11527,PRKCH
11528,TFAP2C
11529,SLC17A3
11530,IFNA17
11531,TBX22
11532,CPSF6
11533,ERH
11534,YIPF6
11535,LMNTD2
11536,TCEAL4
11537,PCLAF
11538,BRD1
11539,CDR1
11540,HIKESHI
11541,CYLC1
11542,MIR4680
11543,TONSL
11544,ARL8A
11545,MT1HL1
11546,KNTC1
11547,ZBTB3
11548,EXOC5
11549,BCL2A1
11550,MIR3917
11551,KYAT1
11552,INTS11
11553,KSR1
11554,TAC1
11555,ALG1L
11556,RPL36
11557,OR1S2
11558,RLN2
11559,FBLN2
11560,SYT6
11561,VDAC1
11562,REV1
11563,CDC42EP3
11564,SFTA3
11565,EID3
11566,ASH2L
11567,PHYHD1
11568,MAN2C1
11569,NUDT19
11570,PI16
11571,MIR1825
11572,HABP2
11573,HP1BP3
11574,IMPA1
11575,LCE2B
11576,FMNL2
11577,LGALS3
11578,POM121C
11579,NLGN1
11580,FOXP3
11581,MAPK14
11582,PRDM1
11583,CHRNA6
11584,HIST1H4K
11585,ATP10A
11586,APOC2
11587,KLRC4-KLRK1
11588,EXOSC5
11589,SLC35A4
11590,RSU1
11591,MED11
11592,FAM221A
11593,LIPH
11594,APOL5
11595,MARCO
11596,RDH13
11597,TGIF2LY
11598,ZNF507
11599,GOLGA8J
11600,CTC-479C5.6
11601,ZSCAN21
11602,SFT2D1
11603,KRTAP19-1
11604,USP38
11605,SDHAF3
11606,FGFR3
11607,ZC3HAV1
11608,DHRS4L1
11609,MFGE8
11610,MRGPRX3
11611,RP11-298I3.5
11612,CRK
11613,FARSB
11614,KIAA1671
11615,POLE2
11616,SERPIND1
11617,TRAJ18
11618,SFRP4
11619,BRD4
11620,CX3CL1
11621,CBLN1
11622,TIGD7
11623,ATCAY
11624,CD33
11625,IGKV1D-37
11626,UBE2Q2
11627,SIRT6
11628,SLC44A2
11629,LANCL2
11630,TSKU
11631,ARL17A
11632,ZNF440
11633,ICAM3
11634,TBCEL
11635,C20orf194
11636,AVL9
11637,CHURC1-FNTB
11638,ANKAR
11639,KRTAP24-1
11640,RFPL2
11641,KCNH6
11642,PIK3AP1
11643,DCSTAMP
11644,METTL16
11645,GABRQ
11646,BPHL
11647,IGLV3-27
11648,PEPD
11649,IGHV1-2
11650,PMVK
11651,TMEM54
11652,TMEM140
11653,CYBA
11654,STKLD1
11655,BCAM
11656,ZNF45
11657,LSAMP
11658,CTD-2006C1.13
11659,MSMP
11660,PRSS55
11661,NLRC4
11662,GTF2B
11663,TYW5
11664,SP110
11665,NT5C2
11666,ANKRD23
11667,TRIM77
11668,SLFNL1
11669,ELF2
11670,TMEM64
11671,SPACA1
11672,TEN1
11673,SLA2
11674,HSPB3
11675,LRRC14
11676,PRH1-PRR4
11677,CD2BP2
11678,PRND
11679,STX16
11680,COPZ2
11681,ERICH6B
11682,POMT1
11683,UPF3B
11684,SH2D7
11685,GDA
11686,NOS2
11687,USP17L17
11688,PSMD11
11689,DNAJB1
11690,APBA3
11691,PNPO
11692,SLC25A3
11693,SQRDL
11694,LAT2
11695,SOX1
11696,SLAMF6
11697,GOLGA6L10
11698,PDE6C
11699,WBP2NL
11700,UHMK1
11701,SP5
11702,MIR4651
11703,ANGPTL3
11704,C22orf23
11705,TP53TG3F
11706,POPDC3
11707,FZD8
11708,VSIG8
11709,OR5AR1
11710,KIF9
11711,GATA6
11712,MMP24
11713,TCF3
11714,DIS3L2
11715,TGM4
11716,CES2
11717,SAR1B
11718,CHMP1A
11719,SSX7
11720,FAM47A
11721,C22orf39
11722,KAT8
11723,SNRNP70
11724,FUS
11725,AKAP13
11726,LDHC
11727,CT47A3
11728,MYO7A
11729,MAML1
11730,KRT222
11731,ZNF224
11732,HSPE1-MOB4
11733,CENPC
11734,CCDC114
11735,HIBCH
11736,IGSF23
11737,SLCO5A1
11738,COL23A1
11739,DLL3
11740,MAGEB3
11741,POLR2L
11742,FAM178B
11743,FAM166B
11744,KCNJ1
11745,RRP8
11746,DBP
11747,ADAMTS2
11748,BORCS7-ASMT
11749,MANBAL
11750,HLA-B
11751,LENG8
11752,KIAA0895L
11753,SNRPE
11754,ITM2B
11755,CD8A
11756,EXOC1
11757,COX17
11758,LPGAT1
11759,AC084219.2
11760,SHC2
11761,IL7
11762,ADGRA1
11763,RP11-795F19.5
11764,TMEM97
11765,ACKR3
11766,C9orf135
11767,B4GAT1
11768,RAB11B
11769,CACNA2D3
11770,TMEM255B
11771,MDH1
11772,NOTUM
11773,SP6
11774,ZNF821
11775,TRMT12
11776,FAM71D
11777,FOXD3
11778,LINC00371
11779,CDCA8
11780,PIH1D2
11781,SYT11
11782,SLC34A1
11783,SIGLEC15
11784,AIG1
11785,IFT52
11786,MIR6866
11787,BRK1
11788,THAP10
11789,TCN2
11790,OXR1
11791,TOGARAM1
11792,SPANXN4
11793,METAP2
11794,SRSF1
11795,ARSJ
11796,MIR4700
11797,OSBPL5
11798,CATSPER1
11799,KCNU1
11800,MEA1
11801,SALL1
11802,MKNK2
11803,DND1
11804,SMAD5
11805,DNM1L
11806,OR5D18
11807,TAS2R20
11808,PAPSS1
11809,OR52E4
11810,FAM98A
11811,OR2B2
11812,FAM219B
11813,TTC39C
11814,KCNJ13
11815,PCDH7
11816,AK3
11817,ZFYVE1
11818,ZSWIM2
11819,RP11-14J7.7
11820,AWAT2
11821,SPATA5L1
11822,MRPL19
11823,TMPRSS12
11824,ZDHHC15
11825,TMEM109
11826,ALG5
11827,CMPK1
11828,C10orf113
11829,TRAV17
11830,MIR6872
11831,ARX
11832,MOK
11833,WDR4
11834,AMT
11835,LCN6
11836,MKNK1
11837,KRT28
11838,HAVCR1
11839,ZNF443
11840,TRAJ13
11841,SMIM6
11842,ESPNL
11843,IGKV2D-28
11844,UGT1A8
11845,CREM
11846,PLP2
11847,C22orf15
11848,PCDHA9
11849,CFB
11850,FAM153C
11851,ZRSR2
11852,LITAF
11853,DVL1
11854,DHDDS
11855,ZGRF1
11856,C8orf59
11857,ELOVL7
11858,ATAD2B
11859,HDDC3
11860,ETF1
11861,RAPH1
11862,MGAT4C
11863,TUBA3D
11864,H3F3B
11865,CETP
11866,EPRS
11867,PCGF1
11868,FAM186A
11869,THSD4
11870,TMEM98
11871,STRN4
11872,EXOC3L4
11873,SNX17
11874,MMP28
11875,HMCN2
11876,GAGE12J
11877,PNN
11878,GNB3
11879,HLA-DPA1
11880,AP2A1
11881,RFLNB
11882,CEBPD
11883,PACRGL
11884,MIA-RAB4B
11885,CCDC186
11886,AGA
11887,ACSL3
11888,ARMC4
11889,COQ9
11890,LRIG3
11891,MPPE1
11892,NONO
11893,C19orf60
11894,DDIT4L
11895,WDR48
11896,ATP6V1C2
11897,PAIP2B
11898,EMC10
11899,KCNQ3
11900,ALG10B
11901,SLC38A10
11902,RDM1
11903,ZNF18
11904,ENTPD2
11905,MRPL17
11906,PDK3
11907,AC240274.1
11908,FGF16
11909,LAMC3
11910,PBX3
11911,ST3GAL6
11912,SLC12A9
11913,SPEG
11914,TMEM130
11915,ATP5B
11916,RNF103-CHMP3
11917,NTSR2
11918,SAT1
11919,KRTAP16-1
11920,PUS7L
11921,VAV2
11922,OR5M11
11923,PPM1G
11924,BCAN
11925,PYDC2
11926,C1orf145
11927,C1orf228
11928,MFSD3
11929,TLE3
11930,RBM3
11931,ZNF853
11932,PTBP3
11933,EMC8
11934,RAB34
11935,KRTAP4-1
11936,CTD-3105H18.18
11937,ATP6V0A2
11938,NUDT15
11939,CCR10
11940,C2orf66
11941,AMY1C
11942,FBXO33
11943,PLCH1
11944,RPS23
11945,BRE
11946,NIT2
11947,SIRT1
11948,RNF26
11949,SLC6A18
11950,PPCDC
11951,C20orf27
11952,SCN4A
11953,DEFB107A
11954,PDIK1L
11955,ENO2
11956,ZNF506
11957,GDPD1
11958,TMEM191B
11959,EVC
11960,ZNF483
11961,DAPP1
11962,GADD45GIP1
11963,RNF44
11964,B3GNT5
11965,LY6H
11966,PSTPIP1
11967,CCDC180
11968,IQCA1
11969,ITGA1
11970,SYDE1
11971,NRG2
11972,TRAJ47
11973,PCDHGB5
11974,FAM160B2
11975,HECTD2
11976,GLRX3
11977,IGHV4-59
11978,LILRA6
11979,YTHDF3
11980,BRWD3
11981,MSLNL
11982,PLCXD3
11983,BOC
11984,OLR1
11985,ZC3H14
11986,ZYG11A
11987,RP11-407N17.3
11988,OR5K4
11989,MRVI1
11990,GK
11991,PEX5L
11992,PDGFD
11993,ZDHHC4
11994,ASRGL1
11995,NECTIN1
11996,RALGDS
11997,NBPF14
11998,BCL2L13
11999,IGLV2-14
12000,CDK13
12001,DDX1
12002,BHLHE23
12003,TPPP
12004,UTS2B
12005,LMOD1
12006,FRMD4A
12007,GUCA1B
12008,FOXM1
12009,FOXO4
12010,OLFML2A
12011,CCDC115
12012,TSTD2
12013,SMIM5
12014,L1TD1
12015,PLK5
12016,RDH14
12017,ISG20
12018,RUNX3
12019,TESK2
12020,LASP1
12021,ARRDC1
12022,ZBTB7A
12023,GDF6
12024,PTPRE
12025,KLHL13
12026,SLMAP
12027,FAM214A
12028,SLC7A6
12029,RNF25
12030,IFNAR2
12031,CSTF2T
12032,APEH
12033,PTPRF
12034,TMEM213
12035,NACC1
12036,MBD3L3
12037,RP11-613M10.8
12038,MIR564
12039,SMS
12040,OSR2
12041,MIR6132
12042,AMELX
12043,HIST1H1C
12044,PRSS54
12045,PNMT
12046,USB1
12047,IGHD4-23
12048,STXBP6
12049,SELENOS
12050,FAM118A
12051,IL17RC
12052,NOL4L
12053,ZNF143
12054,CD55
12055,THAP4
12056,COG5
12057,KLK10
12058,UNC79
12059,FCN1
12060,GIMAP1-GIMAP5
12061,ACOT1
12062,MTCH2
12063,KMO
12064,MIR5193
12065,APITD1-CORT
12066,C11orf86
12067,OR6N2
12068,SLC39A9
12069,ARFGAP2
12070,TRAJ35
12071,JAGN1
12072,MFF
12073,ICAM1
12074,TCF24
12075,KLHDC7B
12076,HAUS4
12077,HSPB2
12078,TTC33
12079,FAM83D
12080,SNRNP48
12081,TRAV26-2
12082,SLC22A12
12083,TRAPPC8
12084,NABP1
12085,GEN1
12086,MLLT6
12087,MSH5-SAPCD1
12088,MFHAS1
12089,UBALD2
12090,UCMA
12091,HARS
12092,CYB561D1
12093,NOP10
12094,SNX14
12095,MBNL1
12096,C1QL1
12097,AHSA2
12098,CTRL
12099,CHRND
12100,POLR3K
12101,SH3KBP1
12102,AGO4
12103,SPATA7
12104,KRTAP19-4
12105,C8orf76
12106,FAM126A
12107,ASL
12108,PLSCR5
12109,C11orf71
12110,AC007192.4
12111,SIRT7
12112,GON4L
12113,SERPINA11
12114,DSC1
12115,PTDSS1
12116,ZFHX3
12117,PEX2
12118,TTC23L
12119,LINC00854
12120,CRTAM
12121,PADI1
12122,CTSV
12123,CPEB4
12124,HMGA2
12125,IGLC1
12126,FAM163A
12127,VPS41
12128,RPUSD2
12129,ZPBP
12130,TMEM238
12131,CYP3A7-CYP3A51P
12132,ERP27
12133,ZNF236
12134,CALN1
12135,CYP2C18
12136,ATP1A2
12137,CLASRP
12138,ADRA1A
12139,MARCH4
12140,STK16
12141,UGT3A2
12142,SOWAHD
12143,KCNJ6
12144,SPATA24
12145,SPATA19
12146,ARL13B
12147,CST5
12148,PLB1
12149,JAK2
12150,ARMCX3
12151,MCF2L2
12152,SSX2
12153,ARSK
12154,C9orf72
12155,SP9
12156,MRPL51
12157,MBD3L5
12158,ARRB2
12159,MCF2
12160,ERLIN2
12161,TARS
12162,GSG1L
12163,AC011043.1
12164,PIGY
12165,PROCR
12166,NPTX1
12167,LRRC20
12168,EFCAB1
12169,LRP1B
12170,XPO6
12171,IGKV2D-30
12172,ALOX5AP
12173,SUB1
12174,RASGEF1B
12175,AP3B2
12176,TRAV9-1
12177,DTD1
12178,ERFE
12179,GLTSCR1L
12180,SLC30A8
12181,VN1R2
12182,ADGB
12183,SPAG6
12184,THSD7B
12185,GPR137C
12186,PRR25
12187,CCDC192
12188,SP1
12189,HOOK1
12190,GPR34
12191,HIST1H2BK
12192,FNDC5
12193,HTR3B
12194,NEK1
12195,GREM2
12196,GPR4
12197,MPC1
12198,GDF5
12199,TRPM3
12200,LUC7L2
12201,NSD2
12202,PRPF40B
12203,SELENOT
12204,TMEM158
12205,ATP6V1H
12206,AGR2
12207,SHTN1
12208,FSCB
12209,NOTCH3
12210,MAFF
12211,ESYT3
12212,MTFR1L
12213,SLC39A1
12214,SERPINB7
12215,DDX46
12216,SYCE1L
12217,MSX1
12218,RAPGEF5
12219,PTGDR2
12220,SLC25A52
12221,CCL24
12222,SLC22A24
12223,LSM2
12224,CCT7
12225,CDS2
12226,SERPINA7
12227,IGKV3-15
12228,TGFBRAP1
12229,HS6ST1
12230,RERG
12231,HTR2C
12232,DAPK1
12233,MME
12234,TSPYL6
12235,RP5-1028K7.3
12236,GFRAL
12237,RIMS2
12238,SPINT3
12239,SPIC
12240,BHLHA15
12241,TMEM217
12242,KLF8
12243,KDM5C
12244,OR5AU1
12245,BLACE
12246,SPIN4
12247,CARS
12248,LEMD2
12249,POTEC
12250,ZNF398
12251,CCDC94
12252,PSENEN
12253,BSN
12254,IGLV7-43
12255,CDC25C
12256,VPS35
12257,CAMK1G
12258,RP11-125O5.2
12259,TMEM87B
12260,ITGB4
12261,LGI2
12262,NAPRT
12263,TBK1
12264,GPR157
12265,RNF212B
12266,MRPL11
12267,CHRM4
12268,MRPL3
12269,SPHKAP
12270,IGHD6-13
12271,TEX33
12272,TTLL11
12273,HIST1H3D
12274,PKN1
12275,SEL1L3
12276,MMD2
12277,KRTAP21-3
12278,MYCBPAP
12279,C4B
12280,PPTC7
12281,RIN2
12282,LTBP4
12283,FAM65C
12284,SRR
12285,PDE12
12286,IGHD5OR15-5B
12287,TBCCD1
12288,MTMR12
12289,TBXA2R
12290,PDCL
12291,TNFRSF10B
12292,EDRF1
12293,AL513523.1
12294,FAM120A
12295,LIN9
12296,TERB1
12297,NEMP1
12298,YDJC
12299,H2AFV
12300,CSMD1
12301,NRN1L
12302,CXCR2
12303,MUC21
12304,RP11-38C17.1
12305,ZNHIT1
12306,APP
12307,ZPBP2
12308,MIR1182
12309,PKP1
12310,MCC
12311,CDYL
12312,ELF5
12313,CPT1B
12314,CRTAC1
12315,ITIH2
12316,ICAM5
12317,KCNQ4
12318,ATG16L2
12319,B4GALT1
12320,EPHB6
12321,TNNT3
12322,RP11-347C12.3
12323,LRP2BP
12324,CTAGE15
12325,TMEM161B
12326,PAQR4
12327,KLRC2
12328,PDGFA
12329,BOLA3
12330,RP11-542C16.2
12331,GPR152
12332,TIMM50
12333,CALY
12334,MSANTD3-TMEFF1
12335,ZDHHC17
12336,ZNF461
12337,KCTD17
12338,MTNR1A
12339,RP11-475E11.9
12340,GRB7
12341,RAI2
12342,FAM120AOS
12343,TXNRD1
12344,PSD4
12345,GPR146
12346,SSTR4
12347,ZNF382
12348,TNNC2
12349,SLAMF1
12350,MIR6887
12351,CT62
12352,HPSE
12353,EPHB3
12354,SCAF11
12355,NEK10
12356,FAM60A
12357,DXO
12358,RDX
12359,CTB-50L17.10
12360,ARPC5L
12361,SFTPB
12362,NDFIP2
12363,HS3ST2
12364,ISY1-RAB43
12365,CTD-2192J16.22
12366,FLNA
12367,ARMC6
12368,CYP2F1
12369,CCDC182
12370,GPANK1
12371,TRIM58
12372,C1orf52
12373,HECTD4
12374,CATSPER3
12375,XPNPEP3
12376,PLPPR3
12377,C8orf44
12378,SLC45A3
12379,CXorf51A
12380,GIMAP7
12381,OR5T2
12382,LPIN3
12383,ZNF517
12384,INHA
12385,YY2
12386,TPM1
12387,PDK2
12388,TGIF2-C20orf24
12389,SLC48A1
12390,ITCH
12391,ALDH3B1
12392,PRAMEF17
12393,BFSP1
12394,CDO1
12395,A4GNT
12396,BCKDHA
12397,ZC3H7B
12398,YBEY
12399,SPPL2B
12400,TP63
12401,RP1-66C13.4
12402,AC024592.12
12403,HACL1
12404,LIME1
12405,PUS7
12406,IGHD1-14
12407,VRK2
12408,KCTD7
12409,CCDC168
12410,RANBP3
12411,HSPG2
12412,AGPAT5
12413,LRCOL1
12414,PRSS30P
12415,FAM69C
12416,GU182353.5
12417,LMO7
12418,CLEC16A
12419,LTC4S
12420,ZNF28
12421,TMEM78
12422,RABL3
12423,ERCC3
12424,SLC17A7
12425,HMHB1
12426,OR52L1
12427,CDC20
12428,BIRC6
12429,TKTL1
12430,RSPH14
12431,C1orf56
12432,RP4-816N1.8
12433,OR2T5
12434,MTMR3
12435,SYAP1
12436,XXbac-BPG116M5.17
12437,SYVN1
12438,OLIG3
12439,TXNDC5
12440,ZMYM5
12441,TMC1
12442,PRICKLE1
12443,BIN3
12444,EDDM3A
12445,FAM131B
12446,CEP95
12447,DNAJA3
12448,BEGAIN
12449,DNAJB7
12450,SDK2
12451,NBEAL1
12452,HYI
12453,NFAT5
12454,INS
12455,PRB3
12456,RBMY1F
12457,DDHD1
12458,NOC2L
12459,C12orf56
12460,SHBG
12461,REG1B
12462,SULT4A1
12463,MED6
12464,NCKAP5
12465,KCNAB2
12466,TRAIP
12467,NPIPB3
12468,SHROOM3
12469,RP11-949J7.8
12470,PTPRVP
12471,EIF2B3
12472,OSGEPL1
12473,ZNF707
12474,MAP3K3
12475,SATL1
12476,USHBP1
12477,ERP44
12478,TRAV30
12479,CCRL2
12480,RPL17-C18orf32
12481,CSNK1G2
12482,RAB12
12483,FNBP1L
12484,IGHJ3
12485,FAM127A
12486,OR2T3
12487,FADS3
12488,TMEM74B
12489,ZNF324B
12490,STK17B
12491,TXNDC15
12492,KCNMA1
12493,SMIM14
12494,CASP2
12495,GH2
12496,PRR27
12497,SMIM23
12498,MIR3714
12499,CYP11B1
12500,SPANXA1
12501,HCN1
12502,NAALADL2
12503,IFRD1
12504,NKD2
12505,TAF6L
12506,PPP6C
12507,TMEM123
12508,IRX6
12509,LY75-CD302
12510,FPR2
12511,GPHN
12512,PRRT4
12513,SPATA31A3
12514,TMEM91
12515,DBX1
12516,OR5H1
12517,MYH7B
12518,FBLN1
12519,IGHV3-23
12520,FLI1
12521,C1orf116
12522,C1orf61
12523,SKIDA1
12524,CEP295
12525,YARS
12526,MT1G
12527,EI24
12528,ZG16
12529,VPS53
12530,NBPF1
12531,GNAI2
12532,CDC42BPG
12533,HPCAL1
12534,MATK
12535,EIF3K
12536,RNF34
12537,TRBV30
12538,KRTAP26-1
12539,SIRT4
12540,CACFD1
12541,RP11-345F18.1
12542,SYN3
12543,GNB1L
12544,GRHPR
12545,DMD
12546,SMIM15
12547,COG8
12548,DNAJB5
12549,TMEM269
12550,QRFP
12551,PHACTR4
12552,GIMD1
12553,ANXA4
12554,IFI35
12555,SLC20A2
12556,MYOCD
12557,KIF24
12558,BICC1
12559,HENMT1
12560,TMED10
12561,GALNT15
12562,KLK9
12563,GABRB3
12564,ARSF
12565,SOWAHC
12566,MEMO1
12567,CH17-172B3.1
12568,PAM
12569,MED26
12570,RET
12571,A1CF
12572,OOEP
12573,FANCA
12574,HOXB5
12575,CENPE
12576,FCHO2
12577,AMMECR1L
12578,KCNC3
12579,RP11-603J24.9
12580,RBPMS2
12581,FGF3
12582,ZNF135
12583,SPRYD3
12584,TRBV6-8
12585,TAF5L
12586,KIAA1210
12587,MBD3L2
12588,SLC34A2
12589,KCNG1
12590,SSBP4
12591,CD34
12592,GZMK
12593,PLET1
12594,NHLRC3
12595,EGFL6
12596,PRG3
12597,STK32A
12598,ZNF778
12599,RP11-484M3.5
12600,PBOV1
12601,TGM3
12602,HSD17B14
12603,ZNF788
12604,ENOX2
12605,PTCH2
12606,SPG7
12607,C7orf73
12608,TMEM2
12609,EML3
12610,ZNF585B
12611,LARGE1
12612,AOX3P-AOX2P
12613,AC012314.6
12614,RNF217
12615,PAXIP1
12616,SH3PXD2B
12617,SPRY4
12618,CXorf40B
12619,FLT3LG
12620,ARL13A
12621,ZNF551
12622,SEPT5
12623,SUSD6
12624,CRIM1
12625,KLHL38
12626,FRRS1L
12627,OTX2
12628,NIPAL4
12629,FUK
12630,FAHD2B
12631,OR8B12
12632,MIR4658
12633,NXPE2
12634,STARD13
12635,ADRA2A
12636,KRTAP1-1
12637,PPP6R2
12638,NFASC
12639,EXOC3
12640,ZNF680
12641,SNTG1
12642,CD22
12643,FAM189A1
12644,PSTK
12645,TIMM23
12646,PADI2
12647,TMSB15B
12648,TRIM43
12649,GAR1
12650,SOCS3
12651,RP5-994D16.12
12652,HYAL2
12653,PKM
12654,C9orf116
12655,EIF5B
12656,TMEM220
12657,CFDP1
12658,PUSL1
12659,RARA
12660,NPLOC4
12661,WBSCR22
12662,GIT1
12663,ZBTB25
12664,LRRC55
12665,ITIH5
12666,CCDC124
12667,DGKD
12668,NFIB
12669,KIF2A
12670,C1orf94
12671,NRROS
12672,TLR9
12673,NUS1
12674,KIF3B
12675,MARCH7
12676,USP44
12677,OR10A4
12678,FAF2
12679,CCR6
12680,NOMO1
12681,SPCS3
12682,EPHA5
12683,TAF1
12684,C1GALT1C1
12685,RPS6KA1
12686,HMGCS1
12687,COX15
12688,NEIL2
12689,CASP3
12690,MIR6785
12691,DENND4C
12692,TEX36
12693,DYNC1I1
12694,SPRY3
12695,CRYL1
12696,WDR5
12697,TRAJ16
12698,ABRACL
12699,TNFSF13
12700,BHLHE40
12701,EMILIN2
12702,ZFP36
12703,WASL
12704,DAP
12705,MEIS3
12706,FARP2
12707,BCL6
12708,TMEM114
12709,TTC25
12710,TMEM69
12711,COL11A2
12712,KRT73
12713,HRASLS5
12714,PATE1
12715,MCOLN3
12716,CYP20A1
12717,TRIM49
12718,CDK4
12719,AGPAT4
12720,MAPKAPK2
12721,MAGEB18
12722,WDR3
12723,CTHRC1
12724,COL4A3
12725,EIF4G3
12726,SYNJ1
12727,SF3B5
12728,PABPN1
12729,MIR5090
12730,SEPT10
12731,NKD1
12732,PPP5D1
12733,TOMM7
12734,BSND
12735,RRM2B
12736,TRBJ1-3
12737,NAV2
12738,ADGRF5
12739,TEX264
12740,QRICH1
12741,ATP10D
12742,SMG1
12743,LINC01125
12744,NFKBIA
12745,C20orf196
12746,IPO8
12747,C11orf68
12748,HRK
12749,GLRX
12750,CRISPLD1
12751,TRRAP
12752,CDH3
12753,MGAT3
12754,C21orf58
12755,MAP3K9
12756,ZNF704
12757,GALR1
12758,MGAT5
12759,FAM3C
12760,OAS2
12761,SNIP1
12762,IARS
12763,XPNPEP2
12764,CDC16
12765,SLC5A4
12766,BMF
12767,BIN2
12768,TMEM209
12769,CYP4F11
12770,SLC6A12
12771,BDKRB2
12772,PTCRA
12773,MIR6869
12774,TRIM74
12775,TOR1B
12776,C1orf226
12777,TMEM200B
12778,TIE1
12779,LGR5
12780,SFSWAP
12781,CRADD
12782,HSD17B6
12783,RAE1
12784,BACE2
12785,KRBA2
12786,KIN
12787,GAS7
12788,FBXL2
12789,MAS1
12790,SCGB2A1
12791,MRGPRX4
12792,ZBTB7C
12793,C9orf131
12794,SLC7A2
12795,MACROD1
12796,RP11-302B13.5
12797,GP6
12798,DAPK3
12799,SMAP2
12800,MAGI2
12801,RPS6KA2
12802,MIGA1
12803,CTNS
12804,NT5C
12805,IGLV2-11
12806,FRMD8
12807,ENG
12808,WDR74
12809,RNF224
12810,OR4X2
12811,SPEN
12812,SPATA20
12813,C19orf47
12814,POLR3D
12815,ADM2
12816,NFATC4
12817,OR4A15
12818,GON7
12819,CPE
12820,CAMK4
12821,ARHGAP20
12822,KRTAP23-1
12823,GSK3A
12824,P2RX3
12825,PELI1
12826,ELL2
12827,CHAMP1
12828,LPCAT1
12829,NBPF15
12830,IBSP
12831,MIR6787
12832,KRTAP10-1
12833,POLH
12834,DOK3
12835,CUL5
12836,CRYZL1
12837,GLIS3
12838,RP11-745O10.4
12839,PPM1B
12840,SCMH1
12841,RBMY1A1
12842,RBBP4
12843,SPACA5B
12844,IRX4
12845,TIAL1
12846,SLC16A11
12847,NLRP3
12848,AZGP1
12849,JAM2
12850,BBS10
12851,ZNF804B
12852,DHCR7
12853,LUZP4
12854,SLX4
12855,ARSG
12856,PORCN
12857,CKLF-CMTM1
12858,PHF11
12859,CIC
12860,ZNF436
12861,TBC1D2
12862,TMEM119
12863,LRRC49
12864,NPTX2
12865,ELAC1
12866,SOST
12867,HOXD4
12868,UBE2U
12869,ATOH7
12870,OSM
12871,EYS
12872,CA8
12873,RGS7BP
12874,DR1
12875,IKZF3
12876,CYTL1
12877,STAT2
12878,ANAPC13
12879,OR5D14
12880,C14orf28
12881,TRDJ4
12882,GALC
12883,ZNF793
12884,AC104304.4
12885,KIR2DL2
12886,CYB5D1
